subject,slice,filter,psnr,ssim
T1CE_to_SRI_defaced,68,median,34.3993,0.9636
T1CE_to_SRI_defaced,69,gaussian,32.1404,0.9493
T1CE_to_SRI_defaced,69,mean,32.4025,0.951
T1CE_to_SRI_defaced,69,median,34.782,0.9651
T1CE_to_SRI_defaced,70,gaussian,32.2454,0.9501
T1CE_to_SRI_defaced,70,mean,32.4898,0.9516
T1CE_to_SRI_defaced,70,median,34.8825,0.9652
T1CE_to_SRI_defaced,71,gaussian,32.2302,0.9504
T1CE_to_SRI_defaced,71,mean,32.481,0.9519
T1CE_to_SRI_defaced,71,median,34.9712,0.9652
T1CE_to_SRI_defaced,72,gaussian,31.9931,0.9495
T1CE_to_SRI_defaced,72,mean,32.2322,0.9508
T1CE_to_SRI_defaced,72,median,34.7956,0.9642
T1CE_to_SRI_defaced,73,gaussian,31.8002,0.9485
T1CE_to_SRI_defaced,73,mean,32.0062,0.9496
T1CE_to_SRI_defaced,73,median,34.575,0.963
T1CE_to_SRI_defaced,74,gaussian,32.1065,0.9494
T1CE_to_SRI_defaced,74,mean,32.3091,0.9503
T1CE_to_SRI_defaced,74,median,34.8134,0.9634
T1CE_to_SRI_defaced,75,gaussian,32.5185,0.9504
T1CE_to_SRI_defaced,75,mean,32.7085,0.9511
T1CE_to_SRI_defaced,75,median,35.0695,0.964
T1CE_to_SRI_defaced,76,gaussian,32.7107,0.9507
T1CE_to_SRI_defaced,76,mean,32.8919,0.9513
T1CE_to_SRI_defaced,76,median,35.1038,0.9644
T1CE_to_SRI_defaced,77,gaussian,32.933,0.9511
T1CE_to_SRI_defaced,77,mean,33.1187,0.9516
T1CE_to_SRI_defaced,77,median,35.1958,0.9646
T1CE_to_SRI_defaced,78,gaussian,32.0753,0.9472
T1CE_to_SRI_defaced,78,mean,32.2596,0.9476
T1CE_to_SRI_defaced,78,median,34.2641,0.9607
T1CE_to_SRI_defaced,79,gaussian,32.0758,0.9466
T1CE_to_SRI_defaced,79,mean,32.2691,0.9472
T1CE_to_SRI_defaced,79,median,34.2562,0.96
T1CE_to_SRI_defaced,80,gaussian,32.2143,0.9466
T1CE_to_SRI_defaced,80,mean,32.4147,0.9474
T1CE_to_SRI_defaced,80,median,34.588,0.9608
T1CE_to_SRI_defaced,81,gaussian,32.246,0.9465
T1CE_to_SRI_defaced,81,mean,32.4503,0.9473
T1CE_to_SRI_defaced,81,median,34.8992,0.961
T1CE_to_SRI_defaced,82,gaussian,32.2261,0.9464
T1CE_to_SRI_defaced,82,mean,32.4013,0.9471
T1CE_to_SRI_defaced,82,median,34.9756,0.9602
T1CE_to_SRI_defaced,83,gaussian,32.6691,0.9486
T1CE_to_SRI_defaced,83,mean,32.8752,0.9492
T1CE_to_SRI_defaced,83,median,35.5089,0.9613
T1CE_to_SRI_defaced,84,gaussian,33.5096,0.9532
T1CE_to_SRI_defaced,84,mean,33.7527,0.9541
T1CE_to_SRI_defaced,84,median,36.0529,0.965
T1CE_to_SRI_defaced,85,gaussian,32.967,0.9522
T1CE_to_SRI_defaced,85,mean,33.1992,0.9531
T1CE_to_SRI_defaced,85,median,35.3151,0.9634
T1CE_to_SRI_defaced,86,gaussian,32.8825,0.9524
T1CE_to_SRI_defaced,86,mean,33.1732,0.9533
T1CE_to_SRI_defaced,86,median,35.0637,0.9635
T1_to_SRI_defaced,67,gaussian,32.7891,0.9553
T1_to_SRI_defaced,67,mean,33.0802,0.9575
T1_to_SRI_defaced,67,median,35.2336,0.9704
T1_to_SRI_defaced,68,gaussian,32.2696,0.9533
T1_to_SRI_defaced,68,mean,32.5267,0.9554
T1_to_SRI_defaced,68,median,34.7731,0.9689
T1_to_SRI_defaced,69,gaussian,31.5402,0.9505
T1_to_SRI_defaced,69,mean,31.763,0.9524
T1_to_SRI_defaced,69,median,34.0676,0.9666
T1_to_SRI_defaced,70,gaussian,31.2172,0.9487
T1_to_SRI_defaced,70,mean,31.3807,0.9503
T1_to_SRI_defaced,70,median,33.57,0.9645
T1_to_SRI_defaced,71,gaussian,31.7004,0.9507
T1_to_SRI_defaced,71,mean,31.8367,0.9522
T1_to_SRI_defaced,71,median,33.7934,0.9654
T1_to_SRI_defaced,72,gaussian,32.3966,0.9537
T1_to_SRI_defaced,72,mean,32.5066,0.9551
T1_to_SRI_defaced,72,median,34.2661,0.9674
T1_to_SRI_defaced,73,gaussian,32.3742,0.9541
T1_to_SRI_defaced,73,mean,32.4744,0.9554
T1_to_SRI_defaced,73,median,34.3159,0.9676
T1_to_SRI_defaced,74,gaussian,32.3833,0.9545
T1_to_SRI_defaced,74,mean,32.4908,0.9558
T1_to_SRI_defaced,74,median,34.2577,0.9677
T1_to_SRI_defaced,75,gaussian,32.672,0.9558
T1_to_SRI_defaced,75,mean,32.8099,0.9571
T1_to_SRI_defaced,75,median,34.8629,0.9688
T1_to_SRI_defaced,76,gaussian,32.4849,0.9547
T1_to_SRI_defaced,76,mean,32.6306,0.9557
T1_to_SRI_defaced,76,median,34.6262,0.9671
T1_to_SRI_defaced,77,gaussian,32.4847,0.9533
T1_to_SRI_defaced,77,mean,32.6384,0.9543
T1_to_SRI_defaced,77,median,34.5866,0.9652
T1_to_SRI_defaced,78,gaussian,33.1034,0.9543
T1_to_SRI_defaced,78,mean,33.2597,0.9553
T1_to_SRI_defaced,78,median,35.2076,0.9662
T1_to_SRI_defaced,79,gaussian,33.426,0.9546
T1_to_SRI_defaced,79,mean,33.6021,0.9558
T1_to_SRI_defaced,79,median,35.5922,0.9669
T1_to_SRI_defaced,80,gaussian,33.3439,0.9539
T1_to_SRI_defaced,80,mean,33.5457,0.9552
T1_to_SRI_defaced,80,median,35.5531,0.9665
T1_to_SRI_defaced,81,gaussian,32.5666,0.9502
T1_to_SRI_defaced,81,mean,32.7861,0.9517
T1_to_SRI_defaced,81,median,34.841,0.9635
T1_to_SRI_defaced,82,gaussian,31.9099,0.9479
T1_to_SRI_defaced,82,mean,32.1475,0.9495
T1_to_SRI_defaced,82,median,34.2724,0.962
T1_to_SRI_defaced,83,gaussian,31.4135,0.9474
T1_to_SRI_defaced,83,mean,31.6491,0.9489
T1_to_SRI_defaced,83,median,33.9168,0.9611
T1_to_SRI_defaced,84,gaussian,32.2196,0.9517
T1_to_SRI_defaced,84,mean,32.4501,0.9532
T1_to_SRI_defaced,84,median,34.3423,0.9639
T1_to_SRI_defaced,85,gaussian,32.4476,0.9528
T1_to_SRI_defaced,85,mean,32.6971,0.9539
T1_to_SRI_defaced,85,median,34.5704,0.9643
T1_to_SRI_defaced,86,gaussian,32.8602,0.9542
T1_to_SRI_defaced,86,mean,33.118,0.955
T1_to_SRI_defaced,86,median,35.0606,0.9653
FL_to_SRI_defaced,67,gaussian,31.8917,0.926
FL_to_SRI_defaced,67,mean,32.193,0.9272
FL_to_SRI_defaced,67,median,33.8168,0.9409
FL_to_SRI_defaced,68,gaussian,32.2323,0.9286
FL_to_SRI_defaced,68,mean,32.5536,0.9297
FL_to_SRI_defaced,68,median,34.2349,0.9426
FL_to_SRI_defaced,69,gaussian,31.9264,0.9273
FL_to_SRI_defaced,69,mean,32.2439,0.9282
FL_to_SRI_defaced,69,median,34.0144,0.9412
FL_to_SRI_defaced,70,gaussian,32.3995,0.9305
FL_to_SRI_defaced,70,mean,32.6836,0.9314
FL_to_SRI_defaced,70,median,34.4848,0.9446
FL_to_SRI_defaced,71,gaussian,32.3796,0.9302
FL_to_SRI_defaced,71,mean,32.6348,0.9309
FL_to_SRI_defaced,71,median,34.309,0.9441
FL_to_SRI_defaced,72,gaussian,31.6212,0.9248
FL_to_SRI_defaced,72,mean,31.8682,0.9252
FL_to_SRI_defaced,72,median,33.5183,0.9388
FL_to_SRI_defaced,73,gaussian,32.1324,0.9277
FL_to_SRI_defaced,73,mean,32.403,0.9283
FL_to_SRI_defaced,73,median,34.0074,0.9411
FL_to_SRI_defaced,74,gaussian,34.1432,0.9398
FL_to_SRI_defaced,74,mean,34.4271,0.9407
FL_to_SRI_defaced,74,median,36.0277,0.9522
FL_to_SRI_defaced,75,gaussian,33.1352,0.9334
FL_to_SRI_defaced,75,mean,33.4391,0.9342
FL_to_SRI_defaced,75,median,35.1306,0.9465
FL_to_SRI_defaced,76,gaussian,32.3561,0.9273
FL_to_SRI_defaced,76,mean,32.6733,0.9278
FL_to_SRI_defaced,76,median,34.418,0.9409
FL_to_SRI_defaced,77,gaussian,32.2436,0.9256
FL_to_SRI_defaced,77,mean,32.568,0.9261
FL_to_SRI_defaced,77,median,34.3086,0.9392
FL_to_SRI_defaced,78,gaussian,31.9077,0.9225
FL_to_SRI_defaced,78,mean,32.241,0.9229
FL_to_SRI_defaced,78,median,33.9949,0.9355
FL_to_SRI_defaced,79,gaussian,31.3931,0.9177
FL_to_SRI_defaced,79,mean,31.7345,0.9182
FL_to_SRI_defaced,79,median,33.4594,0.9313
FL_to_SRI_defaced,80,gaussian,31.0029,0.9139
FL_to_SRI_defaced,80,mean,31.3335,0.9144
FL_to_SRI_defaced,80,median,33.0327,0.9282
FL_to_SRI_defaced,81,gaussian,31.0222,0.9144
FL_to_SRI_defaced,81,mean,31.357,0.9152
FL_to_SRI_defaced,81,median,33.0417,0.9293
FL_to_SRI_defaced,82,gaussian,31.2061,0.9158
FL_to_SRI_defaced,82,mean,31.5383,0.9166
FL_to_SRI_defaced,82,median,33.1231,0.93
FL_to_SRI_defaced,83,gaussian,30.4559,0.91
FL_to_SRI_defaced,83,mean,30.7794,0.9101
FL_to_SRI_defaced,83,median,32.2481,0.9231
FL_to_SRI_defaced,84,gaussian,30.5936,0.9111
FL_to_SRI_defaced,84,mean,30.9113,0.911
FL_to_SRI_defaced,84,median,32.3581,0.9237
FL_to_SRI_defaced,85,gaussian,31.2713,0.9165
FL_to_SRI_defaced,85,mean,31.5952,0.9164
FL_to_SRI_defaced,85,median,33.0101,0.9284
FL_to_SRI_defaced,86,gaussian,32.3002,0.9239
FL_to_SRI_defaced,86,mean,32.6288,0.9241
FL_to_SRI_defaced,86,median,34.0041,0.9354
T2_to_SRI_defaced,67,gaussian,32.4893,0.9344
T2_to_SRI_defaced,67,mean,32.6044,0.9348
T2_to_SRI_defaced,67,median,33.9899,0.9479
T2_to_SRI_defaced,68,gaussian,32.8664,0.9366
T2_to_SRI_defaced,68,mean,32.9749,0.937
T2_to_SRI_defaced,68,median,34.4072,0.9503
T2_to_SRI_defaced,69,gaussian,32.9897,0.9375
T2_to_SRI_defaced,69,mean,33.0777,0.9376
T2_to_SRI_defaced,69,median,34.522,0.9506
T2_to_SRI_defaced,70,gaussian,32.5607,0.9361
T2_to_SRI_defaced,70,mean,32.6296,0.9358
T2_to_SRI_defaced,70,median,34.0747,0.9487
T2_to_SRI_defaced,71,gaussian,32.3079,0.9347
T2_to_SRI_defaced,71,mean,32.3582,0.934
T2_to_SRI_defaced,71,median,33.75,0.9463
T2_to_SRI_defaced,72,gaussian,32.189,0.9334
T2_to_SRI_defaced,72,mean,32.2262,0.9323
T2_to_SRI_defaced,72,median,33.5928,0.9441
T2_to_SRI_defaced,73,gaussian,32.0692,0.9325
T2_to_SRI_defaced,73,mean,32.0819,0.931
T2_to_SRI_defaced,73,median,33.3822,0.9423
T2_to_SRI_defaced,74,gaussian,31.9233,0.9323
T2_to_SRI_defaced,74,mean,31.9274,0.9306
T2_to_SRI_defaced,74,median,33.1555,0.9418
T2_to_SRI_defaced,75,gaussian,32.3594,0.9355
T2_to_SRI_defaced,75,mean,32.3537,0.9339
T2_to_SRI_defaced,75,median,33.5594,0.945
T2_to_SRI_defaced,76,gaussian,32.0356,0.9344
T2_to_SRI_defaced,76,mean,32.0091,0.9323
T2_to_SRI_defaced,76,median,33.2365,0.9435
T2_to_SRI_defaced,77,gaussian,32.3561,0.9345
T2_to_SRI_defaced,77,mean,32.3134,0.9321
T2_to_SRI_defaced,77,median,33.5499,0.9428
T2_to_SRI_defaced,78,gaussian,32.733,0.9348
T2_to_SRI_defaced,78,mean,32.6704,0.9322
T2_to_SRI_defaced,78,median,33.8714,0.9424
T2_to_SRI_defaced,79,gaussian,32.2962,0.9319
T2_to_SRI_defaced,79,mean,32.2221,0.9287
T2_to_SRI_defaced,79,median,33.3438,0.9387
T2_to_SRI_defaced,80,gaussian,32.3682,0.9313
T2_to_SRI_defaced,80,mean,32.3022,0.9282
T2_to_SRI_defaced,80,median,33.3752,0.938
T2_to_SRI_defaced,81,gaussian,32.4081,0.9315
T2_to_SRI_defaced,81,mean,32.363,0.9287
T2_to_SRI_defaced,81,median,33.4032,0.9386
T2_to_SRI_defaced,82,gaussian,31.9535,0.9308
T2_to_SRI_defaced,82,mean,31.9335,0.9284
T2_to_SRI_defaced,82,median,32.9865,0.9387
T2_to_SRI_defaced,83,gaussian,32.244,0.9347
T2_to_SRI_defaced,83,mean,32.2708,0.9331
T2_to_SRI_defaced,83,median,33.3976,0.943
T2_to_SRI_defaced,84,gaussian,32.7748,0.9386
T2_to_SRI_defaced,84,mean,32.8289,0.937
T2_to_SRI_defaced,84,median,33.9676,0.9457
T2_to_SRI_defaced,85,gaussian,33.2729,0.942
T2_to_SRI_defaced,85,mean,33.3474,0.9405
T2_to_SRI_defaced,85,median,34.5705,0.9493
T2_to_SRI_defaced,86,gaussian,33.0856,0.943
T2_to_SRI_defaced,86,mean,33.1697,0.9415
T2_to_SRI_defaced,86,median,34.4505,0.9499
T1CE_to_SRI_defaced,67,gaussian,31.6944,0.9602
T1CE_to_SRI_defaced,67,mean,32.0745,0.9659
T1CE_to_SRI_defaced,67,median,34.2442,0.9788
T1CE_to_SRI_defaced,68,gaussian,32.0549,0.9607
T1CE_to_SRI_defaced,68,mean,32.4558,0.9663
T1CE_to_SRI_defaced,68,median,34.6319,0.9791
T1CE_to_SRI_defaced,69,gaussian,31.6611,0.9599
T1CE_to_SRI_defaced,69,mean,32.0727,0.9657
T1CE_to_SRI_defaced,69,median,34.2291,0.9786
T1CE_to_SRI_defaced,70,gaussian,31.5988,0.96
T1CE_to_SRI_defaced,70,mean,31.9984,0.9659
T1CE_to_SRI_defaced,70,median,34.1481,0.9789
T1CE_to_SRI_defaced,71,gaussian,31.5819,0.9605
T1CE_to_SRI_defaced,71,mean,31.9712,0.9663
T1CE_to_SRI_defaced,71,median,34.1264,0.9793
T1CE_to_SRI_defaced,72,gaussian,31.6789,0.9614
T1CE_to_SRI_defaced,72,mean,32.0755,0.9672
T1CE_to_SRI_defaced,72,median,34.2901,0.9802
T1CE_to_SRI_defaced,73,gaussian,31.9453,0.9625
T1CE_to_SRI_defaced,73,mean,32.4155,0.9683
T1CE_to_SRI_defaced,73,median,34.7553,0.9811
T1CE_to_SRI_defaced,74,gaussian,32.7869,0.9641
T1CE_to_SRI_defaced,74,mean,33.3191,0.9699
T1CE_to_SRI_defaced,74,median,35.5837,0.9817
T1CE_to_SRI_defaced,75,gaussian,32.3994,0.9633
T1CE_to_SRI_defaced,75,mean,32.9627,0.9693
T1CE_to_SRI_defaced,75,median,35.0598,0.9809
T1CE_to_SRI_defaced,76,gaussian,32.5189,0.963
T1CE_to_SRI_defaced,76,mean,33.0838,0.969
T1CE_to_SRI_defaced,76,median,35.0256,0.9803
T1CE_to_SRI_defaced,77,gaussian,32.5985,0.9627
T1CE_to_SRI_defaced,77,mean,33.1448,0.9687
T1CE_to_SRI_defaced,77,median,35.1054,0.9799
T1CE_to_SRI_defaced,78,gaussian,32.7105,0.9629
T1CE_to_SRI_defaced,78,mean,33.2584,0.9688
T1CE_to_SRI_defaced,78,median,35.4415,0.9802
T1CE_to_SRI_defaced,79,gaussian,33.0721,0.9642
T1CE_to_SRI_defaced,79,mean,33.654,0.97
T1CE_to_SRI_defaced,79,median,36.0625,0.9814
T1CE_to_SRI_defaced,80,gaussian,33.4218,0.9658
T1CE_to_SRI_defaced,80,mean,34.0453,0.9715
T1CE_to_SRI_defaced,80,median,36.6462,0.9825
T1CE_to_SRI_defaced,81,gaussian,33.6385,0.9673
T1CE_to_SRI_defaced,81,mean,34.3117,0.9728
T1CE_to_SRI_defaced,81,median,36.9119,0.9834
T1CE_to_SRI_defaced,82,gaussian,33.7041,0.9683
T1CE_to_SRI_defaced,82,mean,34.3911,0.9738
T1CE_to_SRI_defaced,82,median,36.8964,0.984
T1CE_to_SRI_defaced,83,gaussian,33.7409,0.9691
T1CE_to_SRI_defaced,83,mean,34.4179,0.9745
T1CE_to_SRI_defaced,83,median,36.8414,0.9846
T1CE_to_SRI_defaced,84,gaussian,33.8942,0.9697
T1CE_to_SRI_defaced,84,mean,34.5368,0.9749
T1CE_to_SRI_defaced,84,median,36.9619,0.9849
T1CE_to_SRI_defaced,85,gaussian,34.2108,0.9704
T1CE_to_SRI_defaced,85,mean,34.8282,0.9755
T1CE_to_SRI_defaced,85,median,37.4329,0.9858
T1CE_to_SRI_defaced,86,gaussian,34.6993,0.9714
T1CE_to_SRI_defaced,86,mean,35.3017,0.9764
T1CE_to_SRI_defaced,86,median,37.8655,0.9862
T1_to_SRI_defaced,67,gaussian,31.4577,0.9691
T1_to_SRI_defaced,67,mean,32.1736,0.9751
T1_to_SRI_defaced,67,median,34.2782,0.985
T1_to_SRI_defaced,68,gaussian,32.0191,0.972
T1_to_SRI_defaced,68,mean,32.772,0.9777
T1_to_SRI_defaced,68,median,35.0042,0.9869
T1_to_SRI_defaced,69,gaussian,32.2323,0.9731
T1_to_SRI_defaced,69,mean,32.9854,0.9786
T1_to_SRI_defaced,69,median,35.2691,0.9878
T1_to_SRI_defaced,70,gaussian,32.0732,0.9722
T1_to_SRI_defaced,70,mean,32.783,0.9778
T1_to_SRI_defaced,70,median,34.9888,0.9872
T1_to_SRI_defaced,71,gaussian,31.71,0.9701
T1_to_SRI_defaced,71,mean,32.3681,0.9758
T1_to_SRI_defaced,71,median,34.5441,0.986
T1_to_SRI_defaced,72,gaussian,31.9266,0.9703
T1_to_SRI_defaced,72,mean,32.6165,0.9761
T1_to_SRI_defaced,72,median,34.7981,0.9862
T1_to_SRI_defaced,73,gaussian,32.4838,0.9734
T1_to_SRI_defaced,73,mean,33.2766,0.9791
T1_to_SRI_defaced,73,median,35.6234,0.9883
T1_to_SRI_defaced,74,gaussian,32.7605,0.9751
T1_to_SRI_defaced,74,mean,33.6228,0.9807
T1_to_SRI_defaced,74,median,36.1263,0.9895
T1_to_SRI_defaced,75,gaussian,32.593,0.9745
T1_to_SRI_defaced,75,mean,33.4352,0.9802
T1_to_SRI_defaced,75,median,35.9249,0.9892
T1_to_SRI_defaced,76,gaussian,32.0464,0.9718
T1_to_SRI_defaced,76,mean,32.7946,0.9778
T1_to_SRI_defaced,76,median,35.0717,0.9876
T1_to_SRI_defaced,77,gaussian,32.1532,0.9706
T1_to_SRI_defaced,77,mean,32.8445,0.9764
T1_to_SRI_defaced,77,median,35.002,0.9865
T1_to_SRI_defaced,78,gaussian,32.9278,0.9736
T1_to_SRI_defaced,78,mean,33.7462,0.9793
T1_to_SRI_defaced,78,median,35.9914,0.9885
T1_to_SRI_defaced,79,gaussian,33.5385,0.9766
T1_to_SRI_defaced,79,mean,34.5695,0.9823
T1_to_SRI_defaced,79,median,37.2225,0.9907
T1_to_SRI_defaced,80,gaussian,33.4888,0.9772
T1_to_SRI_defaced,80,mean,34.6004,0.983
T1_to_SRI_defaced,80,median,37.6033,0.9914
T1_to_SRI_defaced,81,gaussian,32.8298,0.9755
T1_to_SRI_defaced,81,mean,33.8228,0.9815
T1_to_SRI_defaced,81,median,36.6464,0.9904
T1_to_SRI_defaced,82,gaussian,32.3014,0.9729
T1_to_SRI_defaced,82,mean,33.1177,0.9788
T1_to_SRI_defaced,82,median,35.444,0.9882
T1_to_SRI_defaced,83,gaussian,32.9541,0.9742
T1_to_SRI_defaced,83,mean,33.7999,0.9799
T1_to_SRI_defaced,83,median,35.9652,0.9886
T1_to_SRI_defaced,84,gaussian,33.5795,0.9777
T1_to_SRI_defaced,84,mean,34.6162,0.9831
T1_to_SRI_defaced,84,median,37.0294,0.9909
T1_to_SRI_defaced,85,gaussian,33.823,0.9793
T1_to_SRI_defaced,85,mean,35.0188,0.9846
T1_to_SRI_defaced,85,median,38.1763,0.9922
T1_to_SRI_defaced,86,gaussian,33.7019,0.9789
T1_to_SRI_defaced,86,mean,34.8247,0.9842
T1_to_SRI_defaced,86,median,38.1596,0.992
FL_to_SRI_defaced,67,gaussian,29.7693,0.9252
FL_to_SRI_defaced,67,mean,30.1078,0.927
FL_to_SRI_defaced,67,median,31.9643,0.9408
FL_to_SRI_defaced,68,gaussian,29.6863,0.9252
FL_to_SRI_defaced,68,mean,30.042,0.9272
FL_to_SRI_defaced,68,median,32.0046,0.9417
FL_to_SRI_defaced,69,gaussian,29.4813,0.9245
FL_to_SRI_defaced,69,mean,29.8312,0.9266
FL_to_SRI_defaced,69,median,31.8068,0.9422
FL_to_SRI_defaced,70,gaussian,29.6403,0.9251
FL_to_SRI_defaced,70,mean,29.985,0.9273
FL_to_SRI_defaced,70,median,31.8488,0.9429
FL_to_SRI_defaced,71,gaussian,30.8781,0.9307
FL_to_SRI_defaced,71,mean,31.2088,0.9329
FL_to_SRI_defaced,71,median,32.892,0.9469
FL_to_SRI_defaced,72,gaussian,31.912,0.9356
FL_to_SRI_defaced,72,mean,32.2215,0.9378
FL_to_SRI_defaced,72,median,33.8331,0.9506
FL_to_SRI_defaced,73,gaussian,31.888,0.9353
FL_to_SRI_defaced,73,mean,32.1956,0.9375
FL_to_SRI_defaced,73,median,33.9643,0.9509
FL_to_SRI_defaced,74,gaussian,31.2363,0.9322
FL_to_SRI_defaced,74,mean,31.5414,0.9343
FL_to_SRI_defaced,74,median,33.3314,0.9482
FL_to_SRI_defaced,75,gaussian,30.9093,0.9307
FL_to_SRI_defaced,75,mean,31.2003,0.9326
FL_to_SRI_defaced,75,median,32.9203,0.9467
FL_to_SRI_defaced,76,gaussian,30.9007,0.9308
FL_to_SRI_defaced,76,mean,31.1728,0.9324
FL_to_SRI_defaced,76,median,32.7929,0.9456
FL_to_SRI_defaced,77,gaussian,31.0806,0.9321
FL_to_SRI_defaced,77,mean,31.3308,0.9335
FL_to_SRI_defaced,77,median,32.9267,0.9462
FL_to_SRI_defaced,78,gaussian,31.4261,0.9337
FL_to_SRI_defaced,78,mean,31.6549,0.9351
FL_to_SRI_defaced,78,median,33.3703,0.9482
FL_to_SRI_defaced,79,gaussian,31.1842,0.9328
FL_to_SRI_defaced,79,mean,31.4282,0.9346
FL_to_SRI_defaced,79,median,33.2654,0.9491
FL_to_SRI_defaced,80,gaussian,30.4785,0.9304
FL_to_SRI_defaced,80,mean,30.7357,0.9327
FL_to_SRI_defaced,80,median,32.2875,0.9468
FL_to_SRI_defaced,81,gaussian,29.9911,0.9291
FL_to_SRI_defaced,81,mean,30.258,0.9315
FL_to_SRI_defaced,81,median,31.6365,0.9452
FL_to_SRI_defaced,82,gaussian,29.8873,0.9296
FL_to_SRI_defaced,82,mean,30.1357,0.9317
FL_to_SRI_defaced,82,median,31.4616,0.9448
FL_to_SRI_defaced,83,gaussian,31.1737,0.9354
FL_to_SRI_defaced,83,mean,31.3793,0.9369
FL_to_SRI_defaced,83,median,32.7218,0.9492
FL_to_SRI_defaced,84,gaussian,30.6949,0.9339
FL_to_SRI_defaced,84,mean,30.9179,0.9356
FL_to_SRI_defaced,84,median,32.3436,0.9485
FL_to_SRI_defaced,85,gaussian,29.8205,0.9309
FL_to_SRI_defaced,85,mean,30.1066,0.9331
FL_to_SRI_defaced,85,median,31.6779,0.9471
FL_to_SRI_defaced,86,gaussian,30.788,0.9353
FL_to_SRI_defaced,86,mean,31.1421,0.9382
FL_to_SRI_defaced,86,median,32.918,0.9523
T2_to_SRI_defaced,67,gaussian,27.0331,0.9191
T2_to_SRI_defaced,67,mean,27.2431,0.9213
T2_to_SRI_defaced,67,median,28.9316,0.9386
T2_to_SRI_defaced,68,gaussian,26.8874,0.919
T2_to_SRI_defaced,68,mean,27.1005,0.9213
T2_to_SRI_defaced,68,median,28.8928,0.9393
T2_to_SRI_defaced,69,gaussian,27.416,0.921
T2_to_SRI_defaced,69,mean,27.6547,0.9237
T2_to_SRI_defaced,69,median,29.4628,0.9418
T2_to_SRI_defaced,70,gaussian,27.3227,0.9214
T2_to_SRI_defaced,70,mean,27.5835,0.9246
T2_to_SRI_defaced,70,median,29.4284,0.9428
T2_to_SRI_defaced,71,gaussian,26.8238,0.9212
T2_to_SRI_defaced,71,mean,27.0976,0.9248
T2_to_SRI_defaced,71,median,29.0794,0.9429
T2_to_SRI_defaced,72,gaussian,26.7367,0.9226
T2_to_SRI_defaced,72,mean,27.011,0.9263
T2_to_SRI_defaced,72,median,29.1023,0.9447
T2_to_SRI_defaced,73,gaussian,26.9982,0.9241
T2_to_SRI_defaced,73,mean,27.2709,0.9276
T2_to_SRI_defaced,73,median,29.4331,0.9465
T2_to_SRI_defaced,74,gaussian,26.9563,0.9235
T2_to_SRI_defaced,74,mean,27.2496,0.927
T2_to_SRI_defaced,74,median,29.4832,0.9461
T2_to_SRI_defaced,75,gaussian,26.8399,0.9227
T2_to_SRI_defaced,75,mean,27.1431,0.9261
T2_to_SRI_defaced,75,median,29.3746,0.945
T2_to_SRI_defaced,76,gaussian,26.7887,0.9231
T2_to_SRI_defaced,76,mean,27.0853,0.9261
T2_to_SRI_defaced,76,median,29.2609,0.9442
T2_to_SRI_defaced,77,gaussian,26.8573,0.9246
T2_to_SRI_defaced,77,mean,27.1476,0.9273
T2_to_SRI_defaced,77,median,29.3909,0.9446
T2_to_SRI_defaced,78,gaussian,26.9398,0.9264
T2_to_SRI_defaced,78,mean,27.2232,0.9289
T2_to_SRI_defaced,78,median,29.5699,0.9465
T2_to_SRI_defaced,79,gaussian,27.2326,0.928
T2_to_SRI_defaced,79,mean,27.5311,0.9304
T2_to_SRI_defaced,79,median,29.8695,0.9477
T2_to_SRI_defaced,80,gaussian,27.4516,0.9293
T2_to_SRI_defaced,80,mean,27.7614,0.9318
T2_to_SRI_defaced,80,median,29.9592,0.9482
T2_to_SRI_defaced,81,gaussian,27.8193,0.9309
T2_to_SRI_defaced,81,mean,28.1392,0.9335
T2_to_SRI_defaced,81,median,30.1167,0.9488
T2_to_SRI_defaced,82,gaussian,27.869,0.9322
T2_to_SRI_defaced,82,mean,28.1864,0.9346
T2_to_SRI_defaced,82,median,30.1422,0.9493
T2_to_SRI_defaced,83,gaussian,28.0448,0.9341
T2_to_SRI_defaced,83,mean,28.3437,0.9361
T2_to_SRI_defaced,83,median,30.2448,0.9501
T2_to_SRI_defaced,84,gaussian,28.5183,0.937
T2_to_SRI_defaced,84,mean,28.7944,0.9389
T2_to_SRI_defaced,84,median,30.6862,0.953
T2_to_SRI_defaced,85,gaussian,29.3877,0.9405
T2_to_SRI_defaced,85,mean,29.6695,0.9423
T2_to_SRI_defaced,85,median,31.4196,0.9557
T2_to_SRI_defaced,86,gaussian,29.6319,0.9413
T2_to_SRI_defaced,86,mean,29.9617,0.9434
T2_to_SRI_defaced,86,median,31.7012,0.9561
T1CE_to_SRI_defaced,67,gaussian,31.4719,0.9215
T1CE_to_SRI_defaced,67,mean,31.5044,0.9217
T1CE_to_SRI_defaced,67,median,32.6182,0.9334
T1CE_to_SRI_defaced,68,gaussian,31.5435,0.9215
T1CE_to_SRI_defaced,68,mean,31.5774,0.9221
T1CE_to_SRI_defaced,68,median,32.7924,0.9352
T1CE_to_SRI_defaced,69,gaussian,30.9889,0.9189
T1CE_to_SRI_defaced,69,mean,31.0138,0.9192
T1CE_to_SRI_defaced,69,median,32.2025,0.9325
T1CE_to_SRI_defaced,70,gaussian,31.5233,0.9225
T1CE_to_SRI_defaced,70,mean,31.4928,0.9222
T1CE_to_SRI_defaced,70,median,32.649,0.9344
