subject,slice,filter,psnr,ssim
BraTS-PED-00203-000-t2w,77,gaussian,30.2917,0.9267
BraTS-PED-00203-000-t2w,77,mean,30.5663,0.9283
BraTS-PED-00203-000-t2w,77,median,32.1868,0.9435
BraTS-PED-00203-000-t2w,78,gaussian,30.1682,0.9276
BraTS-PED-00203-000-t2w,78,mean,30.4321,0.929
BraTS-PED-00203-000-t2w,78,median,32.0508,0.9442
BraTS-PED-00203-000-t2w,79,gaussian,30.1599,0.9287
BraTS-PED-00203-000-t2w,79,mean,30.4187,0.9299
BraTS-PED-00203-000-t2w,79,median,32.0726,0.9449
BraTS-PED-00203-000-t2w,80,gaussian,30.1949,0.93
BraTS-PED-00203-000-t2w,80,mean,30.4547,0.9313
BraTS-PED-00203-000-t2w,80,median,32.172,0.946
BraTS-PED-00203-000-t2w,81,gaussian,30.2532,0.9313
BraTS-PED-00203-000-t2w,81,mean,30.5234,0.9329
BraTS-PED-00203-000-t2w,81,median,32.4242,0.9483
BraTS-PED-00203-000-t2w,82,gaussian,30.3105,0.9324
BraTS-PED-00203-000-t2w,82,mean,30.6023,0.9342
BraTS-PED-00203-000-t2w,82,median,32.6386,0.95
BraTS-PED-00203-000-t2w,83,gaussian,30.2059,0.933
BraTS-PED-00203-000-t2w,83,mean,30.5326,0.9351
BraTS-PED-00203-000-t2w,83,median,32.6493,0.951
BraTS-PED-00203-000-t2w,84,gaussian,30.1297,0.9333
BraTS-PED-00203-000-t2w,84,mean,30.4651,0.9354
BraTS-PED-00203-000-t2w,84,median,32.4952,0.9507
BraTS-PED-00203-000-t2w,85,gaussian,30.6016,0.9353
BraTS-PED-00203-000-t2w,85,mean,30.9369,0.9375
BraTS-PED-00203-000-t2w,85,median,32.9038,0.9522
BraTS-PED-00203-000-t2w,86,gaussian,30.2206,0.9347
BraTS-PED-00203-000-t2w,86,mean,30.5514,0.9369
BraTS-PED-00203-000-t2w,86,median,32.3964,0.951
T1CE_to_SRI_defaced,67,gaussian,30.9149,0.9538
T1CE_to_SRI_defaced,67,mean,31.3033,0.958
T1CE_to_SRI_defaced,67,median,33.916,0.9723
T1CE_to_SRI_defaced,68,gaussian,30.7872,0.953
T1CE_to_SRI_defaced,68,mean,31.1664,0.9572
T1CE_to_SRI_defaced,68,median,33.5799,0.9707
T1CE_to_SRI_defaced,69,gaussian,30.5141,0.9519
T1CE_to_SRI_defaced,69,mean,30.8765,0.9558
T1CE_to_SRI_defaced,69,median,33.2391,0.97
T1CE_to_SRI_defaced,70,gaussian,30.5994,0.9524
T1CE_to_SRI_defaced,70,mean,30.9334,0.9561
T1CE_to_SRI_defaced,70,median,33.1822,0.9699
T1CE_to_SRI_defaced,71,gaussian,31.4961,0.9553
T1CE_to_SRI_defaced,71,mean,31.852,0.9589
T1CE_to_SRI_defaced,71,median,34.1447,0.9723
T1CE_to_SRI_defaced,72,gaussian,32.503,0.9585
T1CE_to_SRI_defaced,72,mean,32.8713,0.9619
T1CE_to_SRI_defaced,72,median,34.9345,0.9743
T1CE_to_SRI_defaced,73,gaussian,33.0439,0.9603
T1CE_to_SRI_defaced,73,mean,33.4435,0.9637
T1CE_to_SRI_defaced,73,median,35.4641,0.9755
T1CE_to_SRI_defaced,74,gaussian,32.4355,0.9587
T1CE_to_SRI_defaced,74,mean,32.8222,0.9621
T1CE_to_SRI_defaced,74,median,34.7573,0.9744
T1CE_to_SRI_defaced,75,gaussian,31.3098,0.9552
T1CE_to_SRI_defaced,75,mean,31.6682,0.9585
T1CE_to_SRI_defaced,75,median,33.4062,0.9713
T1CE_to_SRI_defaced,76,gaussian,31.4223,0.9555
T1CE_to_SRI_defaced,76,mean,31.7616,0.9587
T1CE_to_SRI_defaced,76,median,33.4111,0.9706
T1CE_to_SRI_defaced,77,gaussian,31.7557,0.9566
T1CE_to_SRI_defaced,77,mean,32.0844,0.9596
T1CE_to_SRI_defaced,77,median,33.9153,0.9717
T1CE_to_SRI_defaced,78,gaussian,32.3225,0.9584
T1CE_to_SRI_defaced,78,mean,32.6366,0.9611
T1CE_to_SRI_defaced,78,median,34.6249,0.9725
T1CE_to_SRI_defaced,79,gaussian,31.9319,0.9579
T1CE_to_SRI_defaced,79,mean,32.2672,0.9608
T1CE_to_SRI_defaced,79,median,34.3138,0.9725
T1CE_to_SRI_defaced,80,gaussian,32.5013,0.9599
T1CE_to_SRI_defaced,80,mean,32.8564,0.9629
T1CE_to_SRI_defaced,80,median,34.7621,0.9741
T1CE_to_SRI_defaced,81,gaussian,32.973,0.9615
T1CE_to_SRI_defaced,81,mean,33.3571,0.9644
T1CE_to_SRI_defaced,81,median,35.1246,0.9749
T1CE_to_SRI_defaced,82,gaussian,32.955,0.9612
T1CE_to_SRI_defaced,82,mean,33.3465,0.9642
T1CE_to_SRI_defaced,82,median,35.0803,0.9749
T1CE_to_SRI_defaced,83,gaussian,31.6993,0.9573
T1CE_to_SRI_defaced,83,mean,32.1444,0.9605
T1CE_to_SRI_defaced,83,median,34.2272,0.9725
T1CE_to_SRI_defaced,84,gaussian,32.5824,0.9604
T1CE_to_SRI_defaced,84,mean,33.0498,0.9636
T1CE_to_SRI_defaced,84,median,35.1268,0.9746
T1CE_to_SRI_defaced,85,gaussian,32.2574,0.9598
T1CE_to_SRI_defaced,85,mean,32.7539,0.9632
T1CE_to_SRI_defaced,85,median,34.8861,0.9744
T1CE_to_SRI_defaced,86,gaussian,32.1842,0.9602
T1CE_to_SRI_defaced,86,mean,32.7427,0.9636
T1CE_to_SRI_defaced,86,median,35.2052,0.9747
T1_to_SRI_defaced,67,gaussian,31.041,0.9596
T1_to_SRI_defaced,67,mean,31.5274,0.9642
T1_to_SRI_defaced,67,median,34.4991,0.9775
T1_to_SRI_defaced,68,gaussian,31.0813,0.9593
T1_to_SRI_defaced,68,mean,31.5514,0.9635
T1_to_SRI_defaced,68,median,34.4671,0.9772
T1_to_SRI_defaced,69,gaussian,30.8523,0.9585
T1_to_SRI_defaced,69,mean,31.2833,0.9625
T1_to_SRI_defaced,69,median,33.7645,0.9759
T1_to_SRI_defaced,70,gaussian,31.3301,0.9599
T1_to_SRI_defaced,70,mean,31.7913,0.9639
T1_to_SRI_defaced,70,median,34.3673,0.9773
T1_to_SRI_defaced,71,gaussian,31.1169,0.9592
T1_to_SRI_defaced,71,mean,31.5706,0.9633
T1_to_SRI_defaced,71,median,33.9195,0.9765
T1_to_SRI_defaced,72,gaussian,31.1604,0.9588
T1_to_SRI_defaced,72,mean,31.5984,0.9628
T1_to_SRI_defaced,72,median,33.8435,0.9762
T1_to_SRI_defaced,73,gaussian,31.1878,0.9591
T1_to_SRI_defaced,73,mean,31.6285,0.9631
T1_to_SRI_defaced,73,median,33.7406,0.9764
T1_to_SRI_defaced,74,gaussian,31.7286,0.9602
T1_to_SRI_defaced,74,mean,32.1663,0.964
T1_to_SRI_defaced,74,median,34.0852,0.9767
T1_to_SRI_defaced,75,gaussian,31.6638,0.9602
T1_to_SRI_defaced,75,mean,32.114,0.9639
T1_to_SRI_defaced,75,median,33.9935,0.9764
T1_to_SRI_defaced,76,gaussian,31.9708,0.9612
T1_to_SRI_defaced,76,mean,32.4118,0.9649
T1_to_SRI_defaced,76,median,34.3313,0.9771
T1_to_SRI_defaced,77,gaussian,31.7205,0.9606
T1_to_SRI_defaced,77,mean,32.1218,0.9642
T1_to_SRI_defaced,77,median,34.2268,0.9768
T1_to_SRI_defaced,78,gaussian,31.8626,0.9613
T1_to_SRI_defaced,78,mean,32.255,0.9648
T1_to_SRI_defaced,78,median,34.4736,0.9773
T1_to_SRI_defaced,79,gaussian,32.4856,0.9635
T1_to_SRI_defaced,79,mean,32.8591,0.9668
T1_to_SRI_defaced,79,median,34.9474,0.9786
T1_to_SRI_defaced,80,gaussian,31.9115,0.9619
T1_to_SRI_defaced,80,mean,32.2996,0.9654
T1_to_SRI_defaced,80,median,34.2001,0.9767
T1_to_SRI_defaced,81,gaussian,31.8364,0.9619
T1_to_SRI_defaced,81,mean,32.2455,0.9654
T1_to_SRI_defaced,81,median,34.0256,0.9766
T1_to_SRI_defaced,82,gaussian,32.0482,0.9624
T1_to_SRI_defaced,82,mean,32.4747,0.9657
T1_to_SRI_defaced,82,median,34.2262,0.9769
T1_to_SRI_defaced,83,gaussian,32.223,0.9628
T1_to_SRI_defaced,83,mean,32.678,0.9663
T1_to_SRI_defaced,83,median,34.7007,0.9776
T1_to_SRI_defaced,84,gaussian,32.4556,0.9633
T1_to_SRI_defaced,84,mean,32.9468,0.9668
T1_to_SRI_defaced,84,median,35.1659,0.9782
T1_to_SRI_defaced,85,gaussian,32.2866,0.9634
T1_to_SRI_defaced,85,mean,32.8302,0.9671
T1_to_SRI_defaced,85,median,35.1928,0.9787
T1_to_SRI_defaced,86,gaussian,32.6766,0.9649
T1_to_SRI_defaced,86,mean,33.2407,0.9686
T1_to_SRI_defaced,86,median,35.6136,0.9795
FL_to_SRI_defaced,67,gaussian,29.7603,0.941
FL_to_SRI_defaced,67,mean,30.2126,0.9442
FL_to_SRI_defaced,67,median,32.2999,0.9564
FL_to_SRI_defaced,68,gaussian,29.5495,0.9391
FL_to_SRI_defaced,68,mean,29.9985,0.9418
FL_to_SRI_defaced,68,median,31.9465,0.9542
FL_to_SRI_defaced,69,gaussian,29.6616,0.9394
FL_to_SRI_defaced,69,mean,30.0769,0.9421
FL_to_SRI_defaced,69,median,31.8315,0.9545
FL_to_SRI_defaced,70,gaussian,29.8692,0.9401
FL_to_SRI_defaced,70,mean,30.2476,0.9428
FL_to_SRI_defaced,70,median,31.9789,0.9551
FL_to_SRI_defaced,71,gaussian,30.1626,0.9409
FL_to_SRI_defaced,71,mean,30.562,0.9438
FL_to_SRI_defaced,71,median,32.1983,0.9551
FL_to_SRI_defaced,72,gaussian,30.3568,0.9411
FL_to_SRI_defaced,72,mean,30.7639,0.9441
FL_to_SRI_defaced,72,median,32.3039,0.956
FL_to_SRI_defaced,73,gaussian,30.2048,0.9398
FL_to_SRI_defaced,73,mean,30.5945,0.9426
FL_to_SRI_defaced,73,median,32.0842,0.9542
FL_to_SRI_defaced,74,gaussian,30.1829,0.9392
FL_to_SRI_defaced,74,mean,30.583,0.9422
FL_to_SRI_defaced,74,median,31.9989,0.9538
FL_to_SRI_defaced,75,gaussian,30.0501,0.938
FL_to_SRI_defaced,75,mean,30.4299,0.941
FL_to_SRI_defaced,75,median,31.8231,0.9526
FL_to_SRI_defaced,76,gaussian,30.2535,0.9381
FL_to_SRI_defaced,76,mean,30.6107,0.9406
FL_to_SRI_defaced,76,median,32.0286,0.9517
FL_to_SRI_defaced,77,gaussian,30.5317,0.9396
FL_to_SRI_defaced,77,mean,30.9003,0.9424
FL_to_SRI_defaced,77,median,32.4085,0.9541
FL_to_SRI_defaced,78,gaussian,30.8148,0.9402
FL_to_SRI_defaced,78,mean,31.163,0.9427
FL_to_SRI_defaced,78,median,32.6455,0.9533
FL_to_SRI_defaced,79,gaussian,30.6837,0.9389
FL_to_SRI_defaced,79,mean,31.0433,0.941
FL_to_SRI_defaced,79,median,32.3368,0.9509
FL_to_SRI_defaced,80,gaussian,31.1958,0.941
FL_to_SRI_defaced,80,mean,31.5419,0.943
FL_to_SRI_defaced,80,median,32.7279,0.9532
FL_to_SRI_defaced,81,gaussian,31.7953,0.9441
FL_to_SRI_defaced,81,mean,32.1762,0.9463
FL_to_SRI_defaced,81,median,33.424,0.9558
FL_to_SRI_defaced,82,gaussian,31.143,0.9404
FL_to_SRI_defaced,82,mean,31.5603,0.9425
FL_to_SRI_defaced,82,median,33.1708,0.9532
FL_to_SRI_defaced,83,gaussian,30.9209,0.9388
FL_to_SRI_defaced,83,mean,31.3645,0.9408
FL_to_SRI_defaced,83,median,33.2422,0.9523
FL_to_SRI_defaced,84,gaussian,30.5539,0.9368
FL_to_SRI_defaced,84,mean,31.01,0.9386
FL_to_SRI_defaced,84,median,32.8249,0.949
FL_to_SRI_defaced,85,gaussian,30.6768,0.9376
FL_to_SRI_defaced,85,mean,31.1518,0.9392
FL_to_SRI_defaced,85,median,32.9007,0.9495
FL_to_SRI_defaced,86,gaussian,31.0094,0.9394
FL_to_SRI_defaced,86,mean,31.489,0.9411
FL_to_SRI_defaced,86,median,33.3014,0.9511
T2_to_SRI_defaced,67,gaussian,31.9701,0.9377
T2_to_SRI_defaced,67,mean,31.8481,0.9354
T2_to_SRI_defaced,67,median,33.0786,0.9451
T2_to_SRI_defaced,68,gaussian,31.9707,0.9377
T2_to_SRI_defaced,68,mean,31.857,0.9355
T2_to_SRI_defaced,68,median,33.0947,0.9453
T2_to_SRI_defaced,69,gaussian,32.25,0.9379
T2_to_SRI_defaced,69,mean,32.1179,0.9352
T2_to_SRI_defaced,69,median,33.3778,0.9448
T2_to_SRI_defaced,70,gaussian,31.8267,0.9354
T2_to_SRI_defaced,70,mean,31.7138,0.9326
T2_to_SRI_defaced,70,median,33.0159,0.9429
T2_to_SRI_defaced,71,gaussian,31.8854,0.9347
T2_to_SRI_defaced,71,mean,31.7941,0.9317
T2_to_SRI_defaced,71,median,33.1948,0.9418
T2_to_SRI_defaced,72,gaussian,31.4476,0.9322
T2_to_SRI_defaced,72,mean,31.3547,0.9289
T2_to_SRI_defaced,72,median,32.8795,0.9403
T2_to_SRI_defaced,73,gaussian,31.2439,0.9314
T2_to_SRI_defaced,73,mean,31.1408,0.9284
T2_to_SRI_defaced,73,median,32.7155,0.9404
T2_to_SRI_defaced,74,gaussian,31.5427,0.9323
T2_to_SRI_defaced,74,mean,31.4453,0.9292
T2_to_SRI_defaced,74,median,33.2533,0.9416
T2_to_SRI_defaced,75,gaussian,31.5072,0.933
T2_to_SRI_defaced,75,mean,31.4265,0.9304
T2_to_SRI_defaced,75,median,33.2946,0.9419
T2_to_SRI_defaced,76,gaussian,31.4177,0.9329
T2_to_SRI_defaced,76,mean,31.3407,0.9302
T2_to_SRI_defaced,76,median,33.1777,0.9413
T2_to_SRI_defaced,77,gaussian,31.3745,0.9337
T2_to_SRI_defaced,77,mean,31.3435,0.9313
T2_to_SRI_defaced,77,median,33.1977,0.942
T2_to_SRI_defaced,78,gaussian,31.4705,0.9357
T2_to_SRI_defaced,78,mean,31.4763,0.9339
T2_to_SRI_defaced,78,median,33.1481,0.9442
T2_to_SRI_defaced,79,gaussian,31.2223,0.9355
T2_to_SRI_defaced,79,mean,31.2564,0.9338
T2_to_SRI_defaced,79,median,32.9947,0.9443
T2_to_SRI_defaced,80,gaussian,31.255,0.9355
T2_to_SRI_defaced,80,mean,31.281,0.9335
T2_to_SRI_defaced,80,median,32.9636,0.9435
T2_to_SRI_defaced,81,gaussian,31.3651,0.9357
T2_to_SRI_defaced,81,mean,31.339,0.933
T2_to_SRI_defaced,81,median,32.8945,0.9419
T2_to_SRI_defaced,82,gaussian,31.9004,0.9364
T2_to_SRI_defaced,82,mean,31.8082,0.9334
T2_to_SRI_defaced,82,median,33.2017,0.9415
T2_to_SRI_defaced,83,gaussian,32.2307,0.938
T2_to_SRI_defaced,83,mean,32.1204,0.9348
T2_to_SRI_defaced,83,median,33.435,0.943
T2_to_SRI_defaced,84,gaussian,32.5071,0.9393
T2_to_SRI_defaced,84,mean,32.4182,0.9363
T2_to_SRI_defaced,84,median,33.633,0.9437
T2_to_SRI_defaced,85,gaussian,33.0916,0.9414
T2_to_SRI_defaced,85,mean,33.0019,0.9387
T2_to_SRI_defaced,85,median,34.1363,0.9453
T2_to_SRI_defaced,86,gaussian,32.5504,0.9392
T2_to_SRI_defaced,86,mean,32.4724,0.9365
T2_to_SRI_defaced,86,median,33.61,0.9434
T1CE_to_SRI_defaced,67,gaussian,32.8574,0.9402
T1CE_to_SRI_defaced,67,mean,33.2175,0.9459
T1CE_to_SRI_defaced,67,median,35.0833,0.9604
T1CE_to_SRI_defaced,68,gaussian,32.6809,0.9407
T1CE_to_SRI_defaced,68,mean,33.0941,0.9466
T1CE_to_SRI_defaced,68,median,34.976,0.961
T1CE_to_SRI_defaced,69,gaussian,32.1545,0.9379
T1CE_to_SRI_defaced,69,mean,32.5837,0.9441
T1CE_to_SRI_defaced,69,median,34.2193,0.958
T1CE_to_SRI_defaced,70,gaussian,32.4916,0.9369
T1CE_to_SRI_defaced,70,mean,32.8858,0.9428
T1CE_to_SRI_defaced,70,median,34.43,0.9554
T1CE_to_SRI_defaced,71,gaussian,32.7592,0.9369
T1CE_to_SRI_defaced,71,mean,33.1174,0.9422
T1CE_to_SRI_defaced,71,median,34.6256,0.9549
T1CE_to_SRI_defaced,72,gaussian,32.3413,0.9357
T1CE_to_SRI_defaced,72,mean,32.7071,0.9417
T1CE_to_SRI_defaced,72,median,34.286,0.9548
T1CE_to_SRI_defaced,73,gaussian,32.8737,0.9371
T1CE_to_SRI_defaced,73,mean,33.2299,0.9429
T1CE_to_SRI_defaced,73,median,34.8013,0.9569
T1CE_to_SRI_defaced,74,gaussian,32.6418,0.9376
T1CE_to_SRI_defaced,74,mean,33.0305,0.9435
T1CE_to_SRI_defaced,74,median,34.6578,0.9578
T1CE_to_SRI_defaced,75,gaussian,33.1047,0.941
T1CE_to_SRI_defaced,75,mean,33.5152,0.9469
T1CE_to_SRI_defaced,75,median,35.1088,0.9603
T1CE_to_SRI_defaced,76,gaussian,33.2476,0.9418
T1CE_to_SRI_defaced,76,mean,33.654,0.9474
T1CE_to_SRI_defaced,76,median,35.2093,0.9597
T1CE_to_SRI_defaced,77,gaussian,33.9133,0.9446
T1CE_to_SRI_defaced,77,mean,34.3179,0.95
T1CE_to_SRI_defaced,77,median,36.0024,0.9627
T1CE_to_SRI_defaced,78,gaussian,33.7663,0.9442
T1CE_to_SRI_defaced,78,mean,34.2004,0.9497
T1CE_to_SRI_defaced,78,median,35.9585,0.9628
T1CE_to_SRI_defaced,79,gaussian,33.5503,0.9439
T1CE_to_SRI_defaced,79,mean,34.0103,0.9495
T1CE_to_SRI_defaced,79,median,35.7993,0.9621
T1CE_to_SRI_defaced,80,gaussian,34.2912,0.9471
T1CE_to_SRI_defaced,80,mean,34.764,0.9528
T1CE_to_SRI_defaced,80,median,36.5853,0.9658
T1CE_to_SRI_defaced,81,gaussian,33.0268,0.9416
T1CE_to_SRI_defaced,81,mean,33.519,0.948
T1CE_to_SRI_defaced,81,median,35.382,0.9618
T1CE_to_SRI_defaced,82,gaussian,32.758,0.9404
T1CE_to_SRI_defaced,82,mean,33.2607,0.947
T1CE_to_SRI_defaced,82,median,35.1192,0.9614
T1CE_to_SRI_defaced,83,gaussian,32.5431,0.9388
T1CE_to_SRI_defaced,83,mean,33.0788,0.946
T1CE_to_SRI_defaced,83,median,34.9764,0.9599
T1CE_to_SRI_defaced,84,gaussian,32.5534,0.9399
T1CE_to_SRI_defaced,84,mean,33.121,0.9472
T1CE_to_SRI_defaced,84,median,35.0746,0.9613
T1CE_to_SRI_defaced,85,gaussian,32.3424,0.9395
T1CE_to_SRI_defaced,85,mean,32.8778,0.9468
T1CE_to_SRI_defaced,85,median,34.8819,0.962
T1CE_to_SRI_defaced,86,gaussian,32.1557,0.9389
T1CE_to_SRI_defaced,86,mean,32.6772,0.9462
T1CE_to_SRI_defaced,86,median,34.584,0.9609
T1_to_SRI_defaced,67,gaussian,30.4834,0.9541
T1_to_SRI_defaced,67,mean,31.2142,0.9607
T1_to_SRI_defaced,67,median,33.5997,0.9753
T1_to_SRI_defaced,68,gaussian,30.8007,0.9557
T1_to_SRI_defaced,68,mean,31.6045,0.9626
T1_to_SRI_defaced,68,median,34.1467,0.9774
T1_to_SRI_defaced,69,gaussian,30.285,0.9551
T1_to_SRI_defaced,69,mean,31.0657,0.9621
T1_to_SRI_defaced,69,median,33.8808,0.9777
T1_to_SRI_defaced,70,gaussian,31.287,0.9582
T1_to_SRI_defaced,70,mean,32.2374,0.9655
T1_to_SRI_defaced,70,median,35.4135,0.9804
T1_to_SRI_defaced,71,gaussian,31.2039,0.9584
T1_to_SRI_defaced,71,mean,32.1912,0.9657
T1_to_SRI_defaced,71,median,35.4147,0.9801
T1_to_SRI_defaced,72,gaussian,30.9983,0.9593
T1_to_SRI_defaced,72,mean,32.1198,0.9668
T1_to_SRI_defaced,72,median,35.5079,0.9808
T1_to_SRI_defaced,73,gaussian,30.7507,0.959
T1_to_SRI_defaced,73,mean,31.8979,0.9666
T1_to_SRI_defaced,73,median,35.0122,0.9802
T1_to_SRI_defaced,74,gaussian,31.0485,0.9603
T1_to_SRI_defaced,74,mean,32.2053,0.9678
T1_to_SRI_defaced,74,median,35.3567,0.9809
T1_to_SRI_defaced,75,gaussian,31.2609,0.9614
T1_to_SRI_defaced,75,mean,32.421,0.9687
T1_to_SRI_defaced,75,median,35.3789,0.9815
T1_to_SRI_defaced,76,gaussian,31.4135,0.9619
T1_to_SRI_defaced,76,mean,32.5742,0.9691
T1_to_SRI_defaced,76,median,35.5372,0.9815
T1_to_SRI_defaced,77,gaussian,31.0261,0.9614
T1_to_SRI_defaced,77,mean,32.1842,0.9687
T1_to_SRI_defaced,77,median,35.1455,0.9815
T1_to_SRI_defaced,78,gaussian,31.1778,0.9619
T1_to_SRI_defaced,78,mean,32.3247,0.9692
T1_to_SRI_defaced,78,median,35.2933,0.9825
T1_to_SRI_defaced,79,gaussian,31.0739,0.9617
T1_to_SRI_defaced,79,mean,32.1955,0.969
T1_to_SRI_defaced,79,median,35.2165,0.9821
T1_to_SRI_defaced,80,gaussian,31.1647,0.9619
T1_to_SRI_defaced,80,mean,32.2634,0.969
T1_to_SRI_defaced,80,median,35.3189,0.9823
T1_to_SRI_defaced,81,gaussian,31.168,0.9618
T1_to_SRI_defaced,81,mean,32.2573,0.969
T1_to_SRI_defaced,81,median,35.2571,0.9824
T1_to_SRI_defaced,82,gaussian,31.2264,0.9621
T1_to_SRI_defaced,82,mean,32.3034,0.9693
T1_to_SRI_defaced,82,median,35.1095,0.9828
T1_to_SRI_defaced,83,gaussian,31.4819,0.9626
T1_to_SRI_defaced,83,mean,32.5464,0.9698
T1_to_SRI_defaced,83,median,35.6234,0.9836
T1_to_SRI_defaced,84,gaussian,31.0624,0.9617
T1_to_SRI_defaced,84,mean,32.1021,0.9691
T1_to_SRI_defaced,84,median,35.098,0.9832
T1_to_SRI_defaced,85,gaussian,30.9648,0.9617
T1_to_SRI_defaced,85,mean,31.9718,0.9689
T1_to_SRI_defaced,85,median,34.9519,0.983
T1_to_SRI_defaced,86,gaussian,30.6173,0.9615
T1_to_SRI_defaced,86,mean,31.5951,0.9686
T1_to_SRI_defaced,86,median,34.6597,0.9831
FL_to_SRI_defaced,67,gaussian,29.569,0.9444
FL_to_SRI_defaced,67,mean,29.7188,0.9465
FL_to_SRI_defaced,67,median,31.2659,0.9607
FL_to_SRI_defaced,68,gaussian,29.5962,0.9457
FL_to_SRI_defaced,68,mean,29.7811,0.9483
FL_to_SRI_defaced,68,median,31.5387,0.9633
FL_to_SRI_defaced,69,gaussian,29.7776,0.9468
FL_to_SRI_defaced,69,mean,29.9562,0.9494
FL_to_SRI_defaced,69,median,31.7781,0.9647
FL_to_SRI_defaced,70,gaussian,30.3515,0.9496
FL_to_SRI_defaced,70,mean,30.5987,0.9525
FL_to_SRI_defaced,70,median,32.6153,0.9677
FL_to_SRI_defaced,71,gaussian,30.0465,0.9493
FL_to_SRI_defaced,71,mean,30.3341,0.9523
FL_to_SRI_defaced,71,median,32.585,0.9688
FL_to_SRI_defaced,72,gaussian,29.7229,0.9472
FL_to_SRI_defaced,72,mean,30.015,0.9503
FL_to_SRI_defaced,72,median,32.298,0.9673
FL_to_SRI_defaced,73,gaussian,30.0483,0.9479
FL_to_SRI_defaced,73,mean,30.3601,0.9511
FL_to_SRI_defaced,73,median,32.7078,0.9679
FL_to_SRI_defaced,74,gaussian,30.5957,0.9498
FL_to_SRI_defaced,74,mean,30.9213,0.9532
FL_to_SRI_defaced,74,median,33.2295,0.9695
FL_to_SRI_defaced,75,gaussian,29.9304,0.9481
FL_to_SRI_defaced,75,mean,30.2718,0.9518
FL_to_SRI_defaced,75,median,32.6713,0.9686
FL_to_SRI_defaced,76,gaussian,29.1811,0.9461
FL_to_SRI_defaced,76,mean,29.5388,0.95
FL_to_SRI_defaced,76,median,31.946,0.9673
FL_to_SRI_defaced,77,gaussian,28.3609,0.9441
FL_to_SRI_defaced,77,mean,28.7434,0.9482
FL_to_SRI_defaced,77,median,31.1071,0.9663
FL_to_SRI_defaced,78,gaussian,28.2834,0.9443
FL_to_SRI_defaced,78,mean,28.6807,0.9485
FL_to_SRI_defaced,78,median,30.9921,0.9664
FL_to_SRI_defaced,79,gaussian,28.4575,0.9446
FL_to_SRI_defaced,79,mean,28.8534,0.9488
FL_to_SRI_defaced,79,median,31.1689,0.9667
FL_to_SRI_defaced,80,gaussian,29.1826,0.9464
FL_to_SRI_defaced,80,mean,29.5758,0.9506
FL_to_SRI_defaced,80,median,31.9535,0.9683
FL_to_SRI_defaced,81,gaussian,29.6145,0.9472
FL_to_SRI_defaced,81,mean,30.0296,0.9515
FL_to_SRI_defaced,81,median,32.634,0.9695
FL_to_SRI_defaced,82,gaussian,30.2436,0.9489
FL_to_SRI_defaced,82,mean,30.6691,0.9532
FL_to_SRI_defaced,82,median,33.448,0.9712
FL_to_SRI_defaced,83,gaussian,29.2797,0.9452
FL_to_SRI_defaced,83,mean,29.7113,0.9497
FL_to_SRI_defaced,83,median,32.5251,0.9687
FL_to_SRI_defaced,84,gaussian,28.6107,0.9425
FL_to_SRI_defaced,84,mean,29.0557,0.9472
FL_to_SRI_defaced,84,median,31.9001,0.9671
FL_to_SRI_defaced,85,gaussian,28.2559,0.942
FL_to_SRI_defaced,85,mean,28.7273,0.9469
FL_to_SRI_defaced,85,median,31.5095,0.9665
FL_to_SRI_defaced,86,gaussian,28.3478,0.9432
FL_to_SRI_defaced,86,mean,28.8243,0.9481
FL_to_SRI_defaced,86,median,31.49,0.9667
T2_to_SRI_defaced,67,gaussian,29.6561,0.9287
T2_to_SRI_defaced,67,mean,29.593,0.9288
T2_to_SRI_defaced,67,median,30.6117,0.9405
T2_to_SRI_defaced,68,gaussian,28.5587,0.9264
T2_to_SRI_defaced,68,mean,28.5091,0.9269
T2_to_SRI_defaced,68,median,29.6488,0.9406
T2_to_SRI_defaced,69,gaussian,28.5635,0.9262
T2_to_SRI_defaced,69,mean,28.515,0.9267
T2_to_SRI_defaced,69,median,29.6357,0.9405
T2_to_SRI_defaced,70,gaussian,28.3623,0.9268
T2_to_SRI_defaced,70,mean,28.3572,0.9273
T2_to_SRI_defaced,70,median,29.6327,0.9421
T2_to_SRI_defaced,71,gaussian,28.5447,0.9276
T2_to_SRI_defaced,71,mean,28.5489,0.9279
T2_to_SRI_defaced,71,median,29.9086,0.9434
T2_to_SRI_defaced,72,gaussian,28.7767,0.9276
T2_to_SRI_defaced,72,mean,28.7737,0.9276
T2_to_SRI_defaced,72,median,30.2316,0.9443
T2_to_SRI_defaced,73,gaussian,28.9403,0.9277
T2_to_SRI_defaced,73,mean,28.9476,0.9277
T2_to_SRI_defaced,73,median,30.5215,0.9446
T2_to_SRI_defaced,74,gaussian,28.5919,0.9269
T2_to_SRI_defaced,74,mean,28.6194,0.9271
T2_to_SRI_defaced,74,median,30.2751,0.9443
T2_to_SRI_defaced,75,gaussian,28.4001,0.9275
T2_to_SRI_defaced,75,mean,28.4278,0.9279
T2_to_SRI_defaced,75,median,30.007,0.9449
T2_to_SRI_defaced,76,gaussian,28.4409,0.9288
T2_to_SRI_defaced,76,mean,28.4642,0.9294
T2_to_SRI_defaced,76,median,30.0559,0.9465
T2_to_SRI_defaced,77,gaussian,28.2693,0.9297
T2_to_SRI_defaced,77,mean,28.3006,0.9303
T2_to_SRI_defaced,77,median,29.9354,0.9469
